Company Name,Website,Status,Screenshot URL,Place ID,Error,Details
"34380799868","https://www.doubledaves.com/locations/tx/georgetown/georgetown/","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33023405154","http://mygondolier.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33065224080","http://www.yrpizzaplanet.com","failed","","ChIJp59V9nzhlFQR-ZEw-b8sw7E","Screenshot generation failed","Scan completed but screenshot generation failed"
"33048562074","https://ppkonthepark.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33048563354","https://www.cbgfenton.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33065219988","https://yellowbrickpizza.com/","failed","","ChIJp59V9nzhlFQR-ZEw-b8sw7E","Screenshot generation failed","Scan completed but screenshot generation failed"
"33065220505","https://ilcapoaz.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33023399445","https://levoltaireomaha.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33023404306","https://doctordogsroselle.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"34372753054","http://sushisogo.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33065219209","https://gregoriostrattoria.com/","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33065228425","https://www.arturospizzakitchen.com/","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33048564869","https://giannisfrostburg.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJg0GCagDVv1QRD4qfTTx581E","ChIJg0GCagDVv1QRD4qfTTx581E","","Scan and screenshot completed successfully"
"33065219469","https://thisguyspizzari.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33065222832","https://papaspizzatogo.hungerrush.com/Order/Menu/1005#pizza","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"34380791336","https://macspizzashack.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33065222839","http://pizzavino.net","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"34282329613","https://trystcafe.com/","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJg0GCagDVv1QRD4qfTTx581E","ChIJg0GCagDVv1QRD4qfTTx581E","","Scan and screenshot completed successfully"
"33711761166","http://blackstone-ic.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33016739743","https://grassospizza.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33048933812","http://napoleonespizzahouse.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"34668508417","http://hungryhowies.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJg0GCagDVv1QRD4qfTTx581E","ChIJg0GCagDVv1QRD4qfTTx581E","","Scan and screenshot completed successfully"
"33065223845","http://theoriginalpizzaplace.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33048562854","https://southlanespizza.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33065220008","https://www.soulvegcity.com/","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33065424551","https://mancinosnewcastle.com/","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"34380791347","https://capuanospizzahouse.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33065225131","http://italiagardens.com","failed","","","Search API error: 500","Professional scan failed"
"33125092628","https://www.theplace.pizza/","skipped","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJ3YuQ3Tt_TYcR1czJzSJ3qoU","ChIJ3YuQ3Tt_TYcR1czJzSJ3qoU","","Recent scan exists (1 days old) with screenshot"
"33220596838","https://www.zpizza.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33048561314","https://myeurocaffe.com/","failed","","ChIJD2PyHgDddYgR28XoqQuqqO8","Screenshot generation failed","Scan completed but screenshot generation failed"
